feature_row,original_id,raw_smiles,rdkit_canonical_smiles,cleaned_smiles,fragment_parent_smiles,charge_parent_smiles,tautomer_parent_smiles,connectivity_inchikey,canonical_formal_charge,fragment_parent_formal_charge,charge_parent_formal_charge,raw_fragment_count,fragment_parent_fragment_count
341,OADMET-0002055,C1=CC=C(N2CCNCC2)N=C1,c1ccc(N2CCNCC2)nc1,c1ccc(N2CCNCC2)nc1,c1ccc(N2CCNCC2)nc1,c1ccc(N2CCNCC2)nc1,c1ccc(N2CCNCC2)nc1,GZRKXKUVVPSREJ,0,0,0,1,1
342,OADMET-0005493,CN(CC1=CC=NN1C1=CC=C(F)C=C1)CC(O)CC1=CC=CC=C1,CN(Cc1ccnn1-c1ccc(F)cc1)CC(O)Cc1ccccc1,CN(Cc1ccnn1-c1ccc(F)cc1)CC(O)Cc1ccccc1,CN(Cc1ccnn1-c1ccc(F)cc1)CC(O)Cc1ccccc1,CN(Cc1ccnn1-c1ccc(F)cc1)CC(O)Cc1ccccc1,CN(Cc1ccnn1-c1ccc(F)cc1)CC(O)Cc1ccccc1,MSSBGNRPOIQQAV,0,0,0,1,1
343,OADMET-0003620,CN(C)CC/C=C1/C2=CC=CC=C2SC2=CC=C(Cl)C=C21,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,WSPOMRSOLSGNFJ,0,0,0,1,1
344,OADMET-0002986,CN1C=CN=C(N2CCN(S(=O)(=O)C3=CC=CC=C3)CC2)C1=O,Cn1ccnc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c1=O,Cn1ccnc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c1=O,Cn1ccnc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c1=O,Cn1ccnc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c1=O,Cn1ccnc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c1=O,BWOSCHCTGWRGJD,0,0,0,1,1
345,OADMET-0003571,CCC1=C2CN3C(=O)C4=C(C=C3C2=NC2=CC=C(O)C=C21)[C@@](O)(CC)C(=O)OC4,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,FJHBVJOVLFPMQE,0,0,0,1,1
346,OADMET-0004388,O=C(CC1=CC2=CC=CC=C2NC1=O)NC1=CC=C2NN=NC2=C1,O=C(Cc1cc2ccccc2[nH]c1=O)Nc1ccc2[nH]nnc2c1,O=C(Cc1cc2ccccc2[nH]c1=O)Nc1ccc2[nH]nnc2c1,O=C(Cc1cc2ccccc2[nH]c1=O)Nc1ccc2[nH]nnc2c1,O=C(Cc1cc2ccccc2[nH]c1=O)Nc1ccc2[nH]nnc2c1,O=C(Cc1cc2ccccc2[nH]c1=O)Nc1ccc2[nH]nnc2c1,BKRQMPMFIGCEQO,0,0,0,1,1
347,OADMET-0004280,CCC(=O)N1CCCC(C(=O)NC2=NC(C3=CC=CC=C3)=CO2)C1,CCC(=O)N1CCCC(C(=O)Nc2nc(-c3ccccc3)co2)C1,CCC(=O)N1CCCC(C(=O)Nc2nc(-c3ccccc3)co2)C1,CCC(=O)N1CCCC(C(=O)Nc2nc(-c3ccccc3)co2)C1,CCC(=O)N1CCCC(C(=O)Nc2nc(-c3ccccc3)co2)C1,CCC(=O)N1CCCC(C(=O)Nc2nc(-c3ccccc3)co2)C1,AZBBOTCOEHXFIG,0,0,0,1,1
348,OADMET-0001917,CCC1=NN(C)C(C(=O)NCC2=CC=C(C(C)(C)C)C=C2)=C1Cl,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,ZZYSLNWGKKDOML,0,0,0,1,1
349,OADMET-0005735,CC(C)C(NC(=O)CN1CC2=CC=CN=C2N2C[C@H](O)C[C@H]2C1)C1=CC=C2OCCOC2=C1,CC(C)C(NC(=O)CN1Cc2cccnc2N2C[C@H](O)C[C@H]2C1)c1ccc2c(c1)OCCO2,CC(C)C(NC(=O)CN1Cc2cccnc2N2C[C@H](O)C[C@H]2C1)c1ccc2c(c1)OCCO2,CC(C)C(NC(=O)CN1Cc2cccnc2N2C[C@H](O)C[C@H]2C1)c1ccc2c(c1)OCCO2,CC(C)C(NC(=O)CN1Cc2cccnc2N2C[C@H](O)C[C@H]2C1)c1ccc2c(c1)OCCO2,CC(C)C(NC(=O)CN1Cc2cccnc2N2C[C@H](O)C[C@H]2C1)c1ccc2c(c1)OCCO2,OVAQVILTBQEMIM,0,0,0,1,1
350,OADMET-0001795,C=CC(=O)NC1=CC=C(C(=O)NCC2(C3=CCOCC3)CCC2)C=C1,C=CC(=O)Nc1ccc(C(=O)NCC2(C3=CCOCC3)CCC2)cc1,C=CC(=O)Nc1ccc(C(=O)NCC2(C3=CCOCC3)CCC2)cc1,C=CC(=O)Nc1ccc(C(=O)NCC2(C3=CCOCC3)CCC2)cc1,C=CC(=O)Nc1ccc(C(=O)NCC2(C3=CCOCC3)CCC2)cc1,C=CC(=O)Nc1ccc(C(=O)NCC2(C3=CCOCC3)CCC2)cc1,ZZBAGIKVSGXKFI,0,0,0,1,1
351,OADMET-0005715,CN1C=C(NC(=O)NCC2=CC=C3OC=CC3=C2)C(C2CCCCC2)=N1,Cn1cc(NC(=O)NCc2ccc3occc3c2)c(C2CCCCC2)n1,Cn1cc(NC(=O)NCc2ccc3occc3c2)c(C2CCCCC2)n1,Cn1cc(NC(=O)NCc2ccc3occc3c2)c(C2CCCCC2)n1,Cn1cc(NC(=O)NCc2ccc3occc3c2)c(C2CCCCC2)n1,Cn1cc(NC(=O)NCc2ccc3occc3c2)c(C2CCCCC2)n1,NSYWPGRLGRXHHP,0,0,0,1,1
352,OADMET-0001328,C1=CC=C(COC2CCN(CC3=CC(CN4CCCC4)=CS3)CC2)C=C1,c1ccc(COC2CCN(Cc3cc(CN4CCCC4)cs3)CC2)cc1,c1ccc(COC2CCN(Cc3cc(CN4CCCC4)cs3)CC2)cc1,c1ccc(COC2CCN(Cc3cc(CN4CCCC4)cs3)CC2)cc1,c1ccc(COC2CCN(Cc3cc(CN4CCCC4)cs3)CC2)cc1,c1ccc(COC2CCN(Cc3cc(CN4CCCC4)cs3)CC2)cc1,MQVWJSPRWFJLFU,0,0,0,1,1
353,OADMET-0002185,O=C(O)C1=CC=C2N=C(C3=CC=CO3)C(C3=CC=CO3)=NC2=C1,O=C(O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,O=C(O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,O=C(O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,O=C(O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,O=C(O)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,XDEQHYWMTHWMQF,0,0,0,1,1
354,OADMET-0005363,CC(C)OC1=CC(NC(=O)NCC2=NOC3=C2COCC3)=CC=N1,CC(C)Oc1cc(NC(=O)NCc2noc3c2COCC3)ccn1,CC(C)Oc1cc(NC(=O)NCc2noc3c2COCC3)ccn1,CC(C)Oc1cc(NC(=O)NCc2noc3c2COCC3)ccn1,CC(C)Oc1cc(NC(=O)NCc2noc3c2COCC3)ccn1,CC(C)Oc1cc(NC(=O)NCc2noc3c2COCC3)ccn1,XGXGIICWCMYWOQ,0,0,0,1,1
355,OADMET-0003155,CC1=CC(C)=CC(N2N=C(C(=O)NC(C)(C)CN3CCOCC3)C=C2C)=C1,Cc1cc(C)cc(-n2nc(C(=O)NC(C)(C)CN3CCOCC3)cc2C)c1,Cc1cc(C)cc(-n2nc(C(=O)NC(C)(C)CN3CCOCC3)cc2C)c1,Cc1cc(C)cc(-n2nc(C(=O)NC(C)(C)CN3CCOCC3)cc2C)c1,Cc1cc(C)cc(-n2nc(C(=O)NC(C)(C)CN3CCOCC3)cc2C)c1,Cc1cc(C)cc(-n2nc(C(=O)NC(C)(C)CN3CCOCC3)cc2C)c1,SNAQXHFRULWQCO,0,0,0,1,1
356,OADMET-0005322,CN1C(=O)NN=C1C1C(C2CC2)CCN1C1=NC=CC(C#N)=C1Cl,Cn1c(C2C(C3CC3)CCN2c2nccc(C#N)c2Cl)n[nH]c1=O,Cn1c(C2C(C3CC3)CCN2c2nccc(C#N)c2Cl)n[nH]c1=O,Cn1c(C2C(C3CC3)CCN2c2nccc(C#N)c2Cl)n[nH]c1=O,Cn1c(C2C(C3CC3)CCN2c2nccc(C#N)c2Cl)n[nH]c1=O,Cn1c(C2C(C3CC3)CCN2c2nccc(C#N)c2Cl)n[nH]c1=O,MHCOWQNQXJBWSZ,0,0,0,1,1
357,OADMET-0003602,CS(=O)(=O)CCNCC1=CC=C(C2=CC=C3N=CN=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,BCFGMOOMADDAQU,0,0,0,1,1
358,OADMET-0005485,COC1=CC=CC=C1C1CN(C(=O)C2=CC=C(CCF)C=C2)CCN1,COc1ccccc1C1CN(C(=O)c2ccc(CCF)cc2)CCN1,COc1ccccc1C1CN(C(=O)c2ccc(CCF)cc2)CCN1,COc1ccccc1C1CN(C(=O)c2ccc(CCF)cc2)CCN1,COc1ccccc1C1CN(C(=O)c2ccc(CCF)cc2)CCN1,COc1ccccc1C1CN(C(=O)c2ccc(CCF)cc2)CCN1,ZMIDEZNFWUBGPS,0,0,0,1,1
359,OADMET-0001804,C=CC(=O)NC(C)C1CN(C(=O)C2=CC=CC(Cl)=C2Cl)CCO1,C=CC(=O)NC(C)C1CN(C(=O)c2cccc(Cl)c2Cl)CCO1,C=CC(=O)NC(C)C1CN(C(=O)c2cccc(Cl)c2Cl)CCO1,C=CC(=O)NC(C)C1CN(C(=O)c2cccc(Cl)c2Cl)CCO1,C=CC(=O)NC(C)C1CN(C(=O)c2cccc(Cl)c2Cl)CCO1,C=CC(=O)NC(C)C1CN(C(=O)c2cccc(Cl)c2Cl)CCO1,DXMQAWJYTWRONU,0,0,0,1,1
360,OADMET-0002538,COC1=CC=CC=C1C1=CN(CC2=NC(C(C)(C)C)=CS2)N=N1,COc1ccccc1-c1cn(Cc2nc(C(C)(C)C)cs2)nn1,COc1ccccc1-c1cn(Cc2nc(C(C)(C)C)cs2)nn1,COc1ccccc1-c1cn(Cc2nc(C(C)(C)C)cs2)nn1,COc1ccccc1-c1cn(Cc2nc(C(C)(C)C)cs2)nn1,COc1ccccc1-c1cn(Cc2nc(C(C)(C)C)cs2)nn1,RQGVCACJTCSQTN,0,0,0,1,1
361,OADMET-0005520,CCC1CCN(C(=O)C2=NN(C3=CC=CC(Cl)=C3)N=C2C)C1,CCC1CCN(C(=O)c2nn(-c3cccc(Cl)c3)nc2C)C1,CCC1CCN(C(=O)c2nn(-c3cccc(Cl)c3)nc2C)C1,CCC1CCN(C(=O)c2nn(-c3cccc(Cl)c3)nc2C)C1,CCC1CCN(C(=O)c2nn(-c3cccc(Cl)c3)nc2C)C1,CCC1CCN(C(=O)c2nn(-c3cccc(Cl)c3)nc2C)C1,WEGDKVGLZWGWSI,0,0,0,1,1
362,OADMET-0003250,CCC1CN(S(=O)(=O)C2=CC=CC=C2S(N)(=O)=O)C2=CC=CC(Cl)=C2O1,CCC1CN(S(=O)(=O)c2ccccc2S(N)(=O)=O)c2cccc(Cl)c2O1,CCC1CN(S(=O)(=O)c2ccccc2S(N)(=O)=O)c2cccc(Cl)c2O1,CCC1CN(S(=O)(=O)c2ccccc2S(N)(=O)=O)c2cccc(Cl)c2O1,CCC1CN(S(=O)(=O)c2ccccc2S(N)(=O)=O)c2cccc(Cl)c2O1,CCC1CN(S(=O)(=O)c2ccccc2S(N)(=O)=O)c2cccc(Cl)c2O1,VFRIMRHWIABOLX,0,0,0,1,1
363,OADMET-0001276,FC1=CC=C(C2=NNC=C2CN(CC2=CC=CN=C2)CC2=CC=CN=C2)C=C1,Fc1ccc(-c2n[nH]cc2CN(Cc2cccnc2)Cc2cccnc2)cc1,Fc1ccc(-c2n[nH]cc2CN(Cc2cccnc2)Cc2cccnc2)cc1,Fc1ccc(-c2n[nH]cc2CN(Cc2cccnc2)Cc2cccnc2)cc1,Fc1ccc(-c2n[nH]cc2CN(Cc2cccnc2)Cc2cccnc2)cc1,Fc1ccc(-c2[nH]ncc2CN(Cc2cccnc2)Cc2cccnc2)cc1,OBSJAFPQVQICEX,0,0,0,1,1
364,OADMET-0004738,O=C(NCC1=COC=C1)N1CCC(C2=CNC3=CC=CC=C32)CC1,O=C(NCc1ccoc1)N1CCC(c2c[nH]c3ccccc23)CC1,O=C(NCc1ccoc1)N1CCC(c2c[nH]c3ccccc23)CC1,O=C(NCc1ccoc1)N1CCC(c2c[nH]c3ccccc23)CC1,O=C(NCc1ccoc1)N1CCC(c2c[nH]c3ccccc23)CC1,O=C(NCc1ccoc1)N1CCC(c2c[nH]c3ccccc23)CC1,GKBBWEMJHFFLAB,0,0,0,1,1
365,OADMET-0002957,"C[C@H]1OCCO[C@H]1C(=O)N(CC1=CC=C2OCOC2=C1)C1CCCC1 |&1:1,6|",C[C@H]1OCCO[C@H]1C(=O)N(Cc1ccc2c(c1)OCO2)C1CCCC1,C[C@H]1OCCO[C@H]1C(=O)N(Cc1ccc2c(c1)OCO2)C1CCCC1,C[C@H]1OCCO[C@H]1C(=O)N(Cc1ccc2c(c1)OCO2)C1CCCC1,C[C@H]1OCCO[C@H]1C(=O)N(Cc1ccc2c(c1)OCO2)C1CCCC1,C[C@H]1OCCOC1C(=O)N(Cc1ccc2c(c1)OCO2)C1CCCC1,YNXINFNGNMQVOU,0,0,0,1,1
366,OADMET-0005993,CN1C(=O)C=CC=C1C1=NC(C2(C3=CC=C(F)C=C3)CCC2)=NO1,Cn1c(-c2nc(C3(c4ccc(F)cc4)CCC3)no2)cccc1=O,Cn1c(-c2nc(C3(c4ccc(F)cc4)CCC3)no2)cccc1=O,Cn1c(-c2nc(C3(c4ccc(F)cc4)CCC3)no2)cccc1=O,Cn1c(-c2nc(C3(c4ccc(F)cc4)CCC3)no2)cccc1=O,Cn1c(-c2nc(C3(c4ccc(F)cc4)CCC3)no2)cccc1=O,MZCSBMOLDFPPDR,0,0,0,1,1
367,OADMET-0003323,CCOC1=CC(NC2CCN(C(=O)C3CCC4=CC=CN=C43)CC2)=NC=N1,CCOc1cc(NC2CCN(C(=O)C3CCc4cccnc43)CC2)ncn1,CCOc1cc(NC2CCN(C(=O)C3CCc4cccnc43)CC2)ncn1,CCOc1cc(NC2CCN(C(=O)C3CCc4cccnc43)CC2)ncn1,CCOc1cc(NC2CCN(C(=O)C3CCc4cccnc43)CC2)ncn1,CCOc1cc(NC2CCN(C(=O)C3CCc4cccnc43)CC2)ncn1,ZMKZXDGCUKIWHG,0,0,0,1,1
368,OADMET-0001454,COCCC1(C(N)=O)CCCN(C2CCN(C(=O)CCC3=NC4=CC=CC=C4N3)CC2)C1,COCCC1(C(N)=O)CCCN(C2CCN(C(=O)CCc3nc4ccccc4[nH]3)CC2)C1,COCCC1(C(N)=O)CCCN(C2CCN(C(=O)CCc3nc4ccccc4[nH]3)CC2)C1,COCCC1(C(N)=O)CCCN(C2CCN(C(=O)CCc3nc4ccccc4[nH]3)CC2)C1,COCCC1(C(N)=O)CCCN(C2CCN(C(=O)CCc3nc4ccccc4[nH]3)CC2)C1,COCCC1(C(N)=O)CCCN(C2CCN(C(=O)CCc3nc4ccccc4[nH]3)CC2)C1,NMLSCXPXAWRTFP,0,0,0,1,1
369,OADMET-0001469,CCOC(=O)C1=CC=C(CNC(=O)N2CCC3=C(C2)N=C(C2=CC=CC=C2)N3)C=C1,CCOC(=O)c1ccc(CNC(=O)N2CCc3[nH]c(-c4ccccc4)nc3C2)cc1,CCOC(=O)c1ccc(CNC(=O)N2CCc3[nH]c(-c4ccccc4)nc3C2)cc1,CCOC(=O)c1ccc(CNC(=O)N2CCc3[nH]c(-c4ccccc4)nc3C2)cc1,CCOC(=O)c1ccc(CNC(=O)N2CCc3[nH]c(-c4ccccc4)nc3C2)cc1,CCOC(=O)c1ccc(CNC(=O)N2CCc3[nH]c(-c4ccccc4)nc3C2)cc1,JOYPOJRMJOAYFU,0,0,0,1,1
370,OADMET-0001504,O=CC1=NC2=CC=CC=C2N1CC1=CC=C2C=CC=CC2=C1,O=Cc1nc2ccccc2n1Cc1ccc2ccccc2c1,O=Cc1nc2ccccc2n1Cc1ccc2ccccc2c1,O=Cc1nc2ccccc2n1Cc1ccc2ccccc2c1,O=Cc1nc2ccccc2n1Cc1ccc2ccccc2c1,O=Cc1nc2ccccc2n1Cc1ccc2ccccc2c1,NASCVBIDXHJMFH,0,0,0,1,1
371,OADMET-0003065,CC1=CC=C(F)C(Br)=C1C(=O)NCC(C)(C)C1CCOCC1,Cc1ccc(F)c(Br)c1C(=O)NCC(C)(C)C1CCOCC1,Cc1ccc(F)c(Br)c1C(=O)NCC(C)(C)C1CCOCC1,Cc1ccc(F)c(Br)c1C(=O)NCC(C)(C)C1CCOCC1,Cc1ccc(F)c(Br)c1C(=O)NCC(C)(C)C1CCOCC1,Cc1ccc(F)c(Br)c1C(=O)NCC(C)(C)C1CCOCC1,IXZOQLLYSKOHGV,0,0,0,1,1
372,OADMET-0001135,CC1=C(C(=O)N2CCN(CC(=O)N3CCCC3)CC2)N(C)C=N1,Cc1ncn(C)c1C(=O)N1CCN(CC(=O)N2CCCC2)CC1,Cc1ncn(C)c1C(=O)N1CCN(CC(=O)N2CCCC2)CC1,Cc1ncn(C)c1C(=O)N1CCN(CC(=O)N2CCCC2)CC1,Cc1ncn(C)c1C(=O)N1CCN(CC(=O)N2CCCC2)CC1,Cc1ncn(C)c1C(=O)N1CCN(CC(=O)N2CCCC2)CC1,BARCBVYKTMCUJW,0,0,0,1,1
373,OADMET-0002836,CC1=NC(N(CCC2CCCC2(F)F)CC2=C(C)C=NN2C)=CC=N1,Cc1nccc(N(CCC2CCCC2(F)F)Cc2c(C)cnn2C)n1,Cc1nccc(N(CCC2CCCC2(F)F)Cc2c(C)cnn2C)n1,Cc1nccc(N(CCC2CCCC2(F)F)Cc2c(C)cnn2C)n1,Cc1nccc(N(CCC2CCCC2(F)F)Cc2c(C)cnn2C)n1,Cc1nccc(N(CCC2CCCC2(F)F)Cc2c(C)cnn2C)n1,JYKOIIBJLAUARP,0,0,0,1,1
374,OADMET-0002784,CCC(COC)N1C=C(C2=CC=C(C(F)(F)F)C=C2)N=N1,CCC(COC)n1cc(-c2ccc(C(F)(F)F)cc2)nn1,CCC(COC)n1cc(-c2ccc(C(F)(F)F)cc2)nn1,CCC(COC)n1cc(-c2ccc(C(F)(F)F)cc2)nn1,CCC(COC)n1cc(-c2ccc(C(F)(F)F)cc2)nn1,CCC(COC)n1cc(-c2ccc(C(F)(F)F)cc2)nn1,AGJMLSFEVNTSJB,0,0,0,1,1
375,OADMET-0003669,O=C(NC1=NN2C(C3=CC=C(CN4CCS(=O)(=O)CC4)C=C3)=CC=CC2=N1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,RIJLVEAXPNLDTC,0,0,0,1,1
376,OADMET-0001934,O=C(CCN1C(=O)OC2=CC=CC=C21)NC1=CC=CC(Cl)=C1,O=C(CCn1c(=O)oc2ccccc21)Nc1cccc(Cl)c1,O=C(CCn1c(=O)oc2ccccc21)Nc1cccc(Cl)c1,O=C(CCn1c(=O)oc2ccccc21)Nc1cccc(Cl)c1,O=C(CCn1c(=O)oc2ccccc21)Nc1cccc(Cl)c1,O=C(CCn1c(=O)oc2ccccc21)Nc1cccc(Cl)c1,CUHKZJOITINJHA,0,0,0,1,1
377,OADMET-0002045,O=C(CC1=C([N+](=O)[O-])C=CC=C1)NCC1=C(Cl)C=CC=C1,O=C(Cc1ccccc1[N+](=O)[O-])NCc1ccccc1Cl,O=C(Cc1ccccc1[N+](=O)[O-])NCc1ccccc1Cl,O=C(Cc1ccccc1[N+](=O)[O-])NCc1ccccc1Cl,O=C(Cc1ccccc1[N+](=O)[O-])NCc1ccccc1Cl,O=C(Cc1ccccc1[N+](=O)[O-])NCc1ccccc1Cl,GGTATBDKJAEPPE,0,0,0,1,1
378,OADMET-0005830,COC1(C2=NOC(CCC3=CC=CC=C3C)=N2)CCOCC1,COC1(c2noc(CCc3ccccc3C)n2)CCOCC1,COC1(c2noc(CCc3ccccc3C)n2)CCOCC1,COC1(c2noc(CCc3ccccc3C)n2)CCOCC1,COC1(c2noc(CCc3ccccc3C)n2)CCOCC1,COC1(c2noc(CCc3ccccc3C)n2)CCOCC1,KTZCJBYQYCACON,0,0,0,1,1
379,OADMET-0005865,COC(CC1=CC=CC=C1)CS(=O)(=O)N1CC(C)CC1C1=CC=CN=C1,COC(Cc1ccccc1)CS(=O)(=O)N1CC(C)CC1c1cccnc1,COC(Cc1ccccc1)CS(=O)(=O)N1CC(C)CC1c1cccnc1,COC(Cc1ccccc1)CS(=O)(=O)N1CC(C)CC1c1cccnc1,COC(Cc1ccccc1)CS(=O)(=O)N1CC(C)CC1c1cccnc1,COC(Cc1ccccc1)CS(=O)(=O)N1CC(C)CC1c1cccnc1,AMPPBONCELDULS,0,0,0,1,1
380,OADMET-0001537,O=CC1=CC(F)=C(OCC2=CN(C3=CC=C(Cl)C=C3)N=N2)C(F)=C1,O=Cc1cc(F)c(OCc2cn(-c3ccc(Cl)cc3)nn2)c(F)c1,O=Cc1cc(F)c(OCc2cn(-c3ccc(Cl)cc3)nn2)c(F)c1,O=Cc1cc(F)c(OCc2cn(-c3ccc(Cl)cc3)nn2)c(F)c1,O=Cc1cc(F)c(OCc2cn(-c3ccc(Cl)cc3)nn2)c(F)c1,O=Cc1cc(F)c(OCc2cn(-c3ccc(Cl)cc3)nn2)c(F)c1,ALMNOIWKKBRKAI,0,0,0,1,1
381,OADMET-0003643,CSCCC(N)C(=O)O,CSCCC(N)C(=O)O,CSCCC(N)C(=O)O,CSCCC(N)C(=O)O,CSCCC(N)C(=O)O,CSCCC(N)C(=O)O,FFEARJCKVFRZRR,0,0,0,1,1
382,OADMET-0005858,CN1C=C(C(NC(=O)C2=CC=CC3=C2OCC3)C(C)(C)C)C=N1,Cn1cc(C(NC(=O)c2cccc3c2OCC3)C(C)(C)C)cn1,Cn1cc(C(NC(=O)c2cccc3c2OCC3)C(C)(C)C)cn1,Cn1cc(C(NC(=O)c2cccc3c2OCC3)C(C)(C)C)cn1,Cn1cc(C(NC(=O)c2cccc3c2OCC3)C(C)(C)C)cn1,Cn1cc(C(NC(=O)c2cccc3c2OCC3)C(C)(C)C)cn1,VMDKOTYYANSOBK,0,0,0,1,1
383,OADMET-0000985,CC1(C2=CC=CC=C2)CCCN(C(=O)CCN2C=CC(=O)NC2=O)C1,CC1(c2ccccc2)CCCN(C(=O)CCn2ccc(=O)[nH]c2=O)C1,CC1(c2ccccc2)CCCN(C(=O)CCn2ccc(=O)[nH]c2=O)C1,CC1(c2ccccc2)CCCN(C(=O)CCn2ccc(=O)[nH]c2=O)C1,CC1(c2ccccc2)CCCN(C(=O)CCn2ccc(=O)[nH]c2=O)C1,CC1(c2ccccc2)CCCN(C(=O)CCn2ccc(=O)[nH]c2=O)C1,XRMZTBXCVCXRKR,0,0,0,1,1
384,OADMET-0003756,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN,0,0,0,1,1
385,OADMET-0005155,C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)C2=CC=C(F)C3=C2C=CO3)N1C,C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)c2ccc(F)c3occc23)N1C,C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)c2ccc(F)c3occc23)N1C,C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)c2ccc(F)c3occc23)N1C,C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)c2ccc(F)c3occc23)N1C,C[C@@H]1COC[C@@](CO)(CNS(=O)(=O)c2ccc(F)c3occc23)N1C,XKDBOKUXZQQYCO,0,0,0,1,1
386,OADMET-0003318,CC1=CC(CC2(O)CCN(C(=O)C3=C(C)NC4=CC=CC=C43)CC2)=CC=C1,Cc1cccc(CC2(O)CCN(C(=O)c3c(C)[nH]c4ccccc34)CC2)c1,Cc1cccc(CC2(O)CCN(C(=O)c3c(C)[nH]c4ccccc34)CC2)c1,Cc1cccc(CC2(O)CCN(C(=O)c3c(C)[nH]c4ccccc34)CC2)c1,Cc1cccc(CC2(O)CCN(C(=O)c3c(C)[nH]c4ccccc34)CC2)c1,Cc1cccc(CC2(O)CCN(C(=O)c3c(C)[nH]c4ccccc34)CC2)c1,CALFQHMXANLWPL,0,0,0,1,1
